"DRIVERSTANDINGSID","RACEID","DRIVERID","POINTS","POSITION","POSITIONTEXT","WINS","YEAR","ROUND","NAME","DRIVERREF","FINAL","DRIVER_POSITION_BEFORE_RACE","DRIVER_POINTS_BEFORE_RACE","POSITION_POINTS_BEFORE_RACE","POINTS_OF_LOWER_POSITION","POINTS_OF_LOWER_POSITION_BEFORE_RACE","DELTA_POINTS_TO_LOWER_POSITION","DELTA_POINTS_TO_LOWER_POSITION_BEFORE_RACE","CHANGE_DELTA_BEFORE_AND_AFTER_RACE"
66741,905,1,118,2,"2",4,2014,6,"Monaco Grand Prix","hamilton","N",1,100,97,61,49,57,48,9
66743,905,155,0,21,"21",0,2014,6,"Monaco Grand Prix","kobayashi","N",19,0,0,0,0,0,0,0
66746,906,825,23,9,"9",0,2014,7,"Canadian Grand Prix","kevin_magnussen","N",9,21,21,20,20,3,1,2
66755,906,16,0,17,"17",0,2014,7,"Canadian Grand Prix","sutil","N",18,0,0,0,0,0,0,0
66758,906,824,2,16,"16",0,2014,7,"Canadian Grand Prix","jules_bianchi","N",16,2,2,0,0,2,2,0
66761,906,828,0,18,"18",0,2014,7,"Canadian Grand Prix","ericsson","N",17,0,0,0,0,0,0,0
66767,907,3,165,1,"1",3,2014,8,"Austrian Grand Prix","rosberg","N",1,140,140,136,118,29,22,7
66773,907,8,19,12,"12",0,2014,8,"Austrian Grand Prix","raikkonen","N",12,18,18,8,8,11,10,1
66779,907,820,0,21,"21",0,2014,8,"Austrian Grand Prix","chilton","N",20,0,0,0,0,0,0,0
66785,907,1,136,2,"2",4,2014,8,"Austrian Grand Prix","hamilton","N",2,118,118,83,79,53,39,14
66791,908,18,55,8,"8",0,2014,9,"British Grand Prix","button","N",8,43,43,35,30,20,13,7
66797,908,826,6,15,"15",0,2014,9,"British Grand Prix","kvyat","N",15,4,4,2,2,4,2,2
66800,908,821,0,20,"20",0,2014,9,"British Grand Prix","gutierrez","N",20,0,0,0,0,0,0,0
66803,908,154,8,14,"14",0,2014,9,"British Grand Prix","grosjean","N",13,8,8,6,4,2,4,-2
66806,908,20,70,6,"6",0,2014,9,"British Grand Prix","vettel","N",5,60,59,63,55,7,4,3
66808,908,13,30,10,"10",0,2014,9,"British Grand Prix","massa","N",9,30,29,28,28,2,1,1
66809,908,155,0,22,"22",0,2014,9,"British Grand Prix","kobayashi","N",22,0,0,,,,,
66811,909,3,190,1,"1",4,2014,10,"German Grand Prix","rosberg","N",1,165,165,176,161,14,4,10
66812,909,825,37,9,"9",0,2014,10,"German Grand Prix","kevin_magnussen","N",9,35,35,30,30,7,5,2
66816,909,807,69,7,"7",0,2014,10,"German Grand Prix","hulkenberg","N",7,63,63,59,55,10,8,2
66817,909,8,19,12,"12",0,2014,10,"German Grand Prix","raikkonen","N",12,19,19,9,9,10,10,0
66820,909,815,29,11,"11",0,2014,10,"German Grand Prix","perez","N",11,28,28,19,19,10,9,1
66821,909,16,0,17,"17",0,2014,10,"German Grand Prix","sutil","N",17,0,0,0,0,0,0,0
66822,909,821,0,20,"20",0,2014,10,"German Grand Prix","gutierrez","N",20,0,0,0,0,0,0,0
66824,909,824,2,16,"16",0,2014,10,"German Grand Prix","jules_bianchi","N",16,2,2,0,0,2,2,0
66825,909,154,8,14,"14",0,2014,10,"German Grand Prix","grosjean","N",14,8,8,6,6,2,2,0
66826,909,813,0,19,"19",0,2014,10,"German Grand Prix","maldonado","N",19,0,0,0,0,0,0,0
66828,909,20,82,6,"6",0,2014,10,"German Grand Prix","vettel","N",6,70,70,69,63,13,7,6
66829,909,1,176,2,"2",5,2014,10,"German Grand Prix","hamilton","N",2,161,161,106,98,70,63,7
66830,909,13,30,10,"10",0,2014,10,"German Grand Prix","massa","N",10,30,30,29,28,1,2,-1
66836,910,4,115,4,"4",0,2014,11,"Hungarian Grand Prix","alonso","N",4,97,97,95,91,20,6,14
66839,910,8,27,12,"12",0,2014,11,"Hungarian Grand Prix","raikkonen","N",12,19,19,11,9,16,10,6
66842,910,815,29,11,"11",0,2014,11,"Hungarian Grand Prix","perez","N",11,29,29,27,19,2,10,-8
66845,910,820,0,21,"21",0,2014,11,"Hungarian Grand Prix","chilton","N",21,0,0,0,0,0,0,0
66848,910,813,0,19,"19",0,2014,11,"Hungarian Grand Prix","maldonado","N",19,0,0,0,0,0,0,0
66851,910,1,191,2,"2",5,2014,11,"Hungarian Grand Prix","hamilton","N",2,176,176,131,106,60,70,-10
66854,910,817,131,3,"3",2,2014,11,"Hungarian Grand Prix","ricciardo","N",3,106,106,115,97,16,9,7
66860,911,807,70,7,"7",0,2014,12,"Belgian Grand Prix","hulkenberg","N",7,69,69,68,60,2,9,-7
66863,911,826,8,15,"15",0,2014,12,"Belgian Grand Prix","kvyat","N",15,6,6,2,2,6,4,2
66865,911,16,0,17,"17",0,2014,12,"Belgian Grand Prix","sutil","N",17,0,0,0,0,0,0,0
66868,911,824,2,16,"16",0,2014,12,"Belgian Grand Prix","jules_bianchi","N",16,2,2,0,0,2,2,0
66871,911,828,0,18,"18",0,2014,12,"Belgian Grand Prix","ericsson","N",18,0,0,0,0,0,0,0
66880,912,18,72,7,"7",0,2014,13,"Italian Grand Prix","button","N",8,68,70,70,68,2,2,0
66886,912,826,8,15,"15",0,2014,13,"Italian Grand Prix","kvyat","N",15,8,8,2,2,6,6,0
66889,912,821,0,20,"20",0,2014,13,"Italian Grand Prix","gutierrez","N",20,0,0,0,0,0,0,0
66894,912,828,0,18,"18",0,2014,13,"Italian Grand Prix","ericsson","N",18,0,0,0,0,0,0,0
66897,912,13,55,9,"9",0,2014,13,"Italian Grand Prix","massa","N",9,40,40,41,39,14,1,13
66900,912,827,0,23,"23",0,2014,13,"Italian Grand Prix","lotterer","N",23,0,0,,,,,
66903,913,18,72,7,"7",0,2014,14,"Singapore Grand Prix","button","N",7,72,72,72,70,0,2,-2
66906,913,807,72,8,"8",0,2014,14,"Singapore Grand Prix","hulkenberg","N",8,70,70,65,55,7,15,-8
66909,913,826,8,15,"15",0,2014,14,"Singapore Grand Prix","kvyat","N",15,8,8,2,2,6,6,0
66912,913,821,0,20,"20",0,2014,14,"Singapore Grand Prix","gutierrez","N",20,0,0,0,0,0,0,0
66924,914,3,256,2,"2",4,2014,15,"Japanese Grand Prix","rosberg","N",2,238,238,193,181,63,57,6
66927,914,4,133,5,"5",0,2014,15,"Japanese Grand Prix","alonso","N",4,133,124,130,122,3,2,1
66933,914,815,46,10,"10",0,2014,15,"Japanese Grand Prix","perez","N",10,45,45,45,45,1,0,1
66936,914,820,0,21,"21",0,2014,15,"Japanese Grand Prix","chilton","N",21,0,0,0,0,0,0,0
66942,914,1,266,1,"1",8,2014,15,"Japanese Grand Prix","hamilton","N",1,241,241,256,238,10,3,7
66945,914,817,193,3,"3",3,2014,15,"Japanese Grand Prix","ricciardo","N",3,181,181,139,133,54,48,6
66948,915,825,49,10,"10",0,2014,16,"Russian Grand Prix","kevin_magnussen","N",12,39,46,47,45,2,1,1
66951,915,822,145,4,"4",0,2014,16,"Russian Grand Prix","bottas","N",6,130,139,143,133,2,6,-4
66957,915,16,0,17,"17",0,2014,16,"Russian Grand Prix","sutil","N",17,0,0,0,0,0,0,0
66962,915,813,0,19,"19",0,2014,16,"Russian Grand Prix","maldonado","N",19,0,0,0,0,0,0,0
66978,916,826,8,15,"15",0,2014,17,"United States Grand Prix","kvyat","N",15,8,8,2,2,6,6,0
66985,916,813,2,16,"16",0,2014,17,"United States Grand Prix","maldonado","N",19,0,2,2,0,0,2,-2
66988,916,1,316,1,"1",10,2014,17,"United States Grand Prix","hamilton","N",1,291,291,292,274,24,17,7
66991,916,817,214,3,"3",3,2014,17,"United States Grand Prix","ricciardo","N",3,199,199,155,145,59,54,5
66997,917,822,156,6,"6",0,2014,18,"Brazilian Grand Prix","bottas","N",4,155,149,106,94,50,55,-5
67003,917,16,0,18,"18",0,2014,18,"Brazilian Grand Prix","sutil","N",18,0,0,0,0,0,0,0
67009,917,828,0,19,"19",0,2014,18,"Brazilian Grand Prix","ericsson","N",19,0,0,0,0,0,0,0
67012,917,13,98,8,"8",0,2014,18,"Brazilian Grand Prix","massa","N",8,83,83,80,76,18,7,11
67015,917,827,0,23,"23",0,2014,18,"Brazilian Grand Prix","lotterer","N",23,0,0,,,,,
67018,918,18,126,8,"8",0,2014,19,"Abu Dhabi Grand Prix","button","Y",7,106,98,96,80,30,18,12
67021,918,807,96,9,"9",0,2014,19,"Abu Dhabi Grand Prix","hulkenberg","Y",9,80,80,59,55,37,25,12
67027,918,821,0,20,"20",0,2014,19,"Abu Dhabi Grand Prix","gutierrez","Y",20,0,0,0,0,0,0,0
67030,918,154,8,14,"14",0,2014,19,"Abu Dhabi Grand Prix","grosjean","Y",14,8,8,8,8,0,0,0
67033,918,20,167,5,"5",0,2014,19,"Abu Dhabi Grand Prix","vettel","Y",4,159,157,161,156,6,1,5
67199,926,826,0,16,"16",0,2015,1,"Australian Grand Prix","kvyat","N",15,8,2,0,2,0,0,0
67202,933,1,169,1,"1",4,2015,8,"Austrian Grand Prix","hamilton","N",1,151,151,159,134,10,17,-7
67196,926,830,0,13,"13",0,2015,1,"Australian Grand Prix","max_verstappen","N",,,22,0,8,0,14,-14
67192,926,832,2,9,"9",0,2015,1,"Australian Grand Prix","sainz","N",,,96,1,59,1,37,-36
67188,926,831,10,5,"5",0,2015,1,"Australian Grand Prix","nasr","N",,,167,8,161,2,6,-4
13220,70,21,72,4,"4",1,2006,18,"Brazilian Grand Prix","fisichella","Y",4,69,69,65,61,7,8,-1
13219,70,11,0,23,"23",0,2006,18,"Brazilian Grand Prix","sato","Y",23,0,0,0,0,0,0,0
13218,70,33,0,21,"21",0,2006,18,"Brazilian Grand Prix","monteiro","Y",21,0,0,0,0,0,0,0
13217,70,15,15,12,"12",0,2006,18,"Brazilian Grand Prix","trulli","Y",12,15,15,14,14,1,1,0
13216,70,22,30,7,"7",0,2006,18,"Brazilian Grand Prix","barrichello","Y",7,28,28,26,26,4,2,2
13214,70,26,0,20,"20",0,2006,18,"Brazilian Grand Prix","speed","Y",20,0,0,0,0,0,0,0
13212,70,24,1,19,"19",0,2006,18,"Brazilian Grand Prix","liuzzi","Y",19,1,1,0,0,1,1,0
13211,70,14,14,13,"13",0,2006,18,"Brazilian Grand Prix","coulthard","Y",13,14,14,7,7,7,7,0
13209,70,32,2,18,"18",0,2006,18,"Brazilian Grand Prix","klien","Y",18,2,2,1,1,1,1,0
13208,70,3,4,17,"17",0,2006,18,"Brazilian Grand Prix","rosberg","Y",17,4,4,2,2,2,2,0
13207,70,17,7,14,"14",0,2006,18,"Brazilian Grand Prix","webber","Y",14,7,7,7,7,0,0,0
13206,70,31,26,8,"8",0,2006,18,"Brazilian Grand Prix","montoya","Y",8,26,26,23,23,3,3,0
13205,70,18,56,6,"6",1,2006,18,"Brazilian Grand Prix","button","Y",6,50,50,30,28,26,22,4
13204,70,8,65,5,"5",0,2006,18,"Brazilian Grand Prix","raikkonen","Y",5,61,61,56,50,9,11,-2
13202,70,4,134,1,"1",7,2006,18,"Brazilian Grand Prix","alonso","Y",1,126,126,121,116,13,10,3
1209,71,33,0,14,"14",0,2005,1,"Australian Grand Prix","monteiro","N",21,0,7,0,7,0,0,0
1213,72,4,16,1,"1",1,2005,2,"Malaysian Grand Prix","alonso","N",3,6,10,10,8,6,2,4
1216,72,31,8,6,"6",0,2005,2,"Malaysian Grand Prix","montoya","N",6,3,3,6,2,2,1,1
1220,72,13,0,13,"13",0,2005,2,"Malaysian Grand Prix","massa","N",10,0,0,0,0,0,0,0
1223,72,39,0,14,"14",0,2005,2,"Malaysian Grand Prix","karthikeyan","N",13,0,0,0,0,0,0,0
1227,72,30,2,11,"11",0,2005,2,"Malaysian Grand Prix","michael_schumacher","N",2,121,0,1,0,1,0,1
3797,73,23,9,4,"4",0,2005,3,"Bahrain Grand Prix","ralf_schumacher","N",8,4,8,9,8,0,0,0
3794,73,8,7,8,"8",0,2005,3,"Bahrain Grand Prix","raikkonen","N",12,1,4,7,4,0,0,0
3791,73,17,7,9,"9",0,2005,3,"Bahrain Grand Prix","webber","N",9,4,4,6,3,1,1,0
3824,74,37,4,14,"14",0,2005,4,"San Marino Grand Prix","rosa","N",11,4,2,3,0,1,2,-1
3817,74,35,5,13,"13",0,2005,4,"San Marino Grand Prix","villeneuve","N",16,0,2,4,2,1,0,1
3812,74,32,3,15,"15",0,2005,4,"San Marino Grand Prix","klien","N",12,3,0,2,0,1,0,1
3808,74,4,36,1,"1",3,2005,4,"San Marino Grand Prix","alonso","N",1,26,26,20,16,16,10,6
64327,75,13,2,16,"16",0,2005,5,"Spanish Grand Prix","massa","N",16,2,2,1,1,1,1,0
64324,75,32,3,15,"15",0,2005,5,"Spanish Grand Prix","klien","N",15,3,3,2,2,1,1,0
64321,75,14,10,9,"9",0,2005,5,"Spanish Grand Prix","coulthard","N",7,9,8,9,8,1,0,1
64318,75,21,14,4,"4",1,2005,5,"Spanish Grand Prix","fisichella","N",3,10,10,14,9,0,1,-1
1292,76,4,49,1,"1",3,2005,6,"Monaco Grand Prix","alonso","N",1,44,44,27,26,22,18,4
1296,76,32,3,15,"15",0,2005,6,"Monaco Grand Prix","klien","N",15,3,3,2,2,1,1,0
1302,76,39,0,19,"19",0,2005,6,"Monaco Grand Prix","karthikeyan","N",19,0,0,0,0,0,0,0
1312,77,22,15,10,"10",0,2005,7,"European Grand Prix","barrichello","N",11,9,10,15,9,0,1,-1
1315,77,17,18,5,"5",0,2005,7,"European Grand Prix","webber","N",4,18,17,17,17,1,0,1
1319,77,15,27,3,"3",0,2005,7,"European Grand Prix","trulli","N",3,26,26,25,18,2,8,-6
1322,77,35,5,13,"13",0,2005,7,"European Grand Prix","villeneuve","N",13,5,5,4,4,1,1,0
1325,77,40,0,21,"21",0,2005,7,"European Grand Prix","friesacher","N",20,0,0,0,,0,,
3848,78,18,0,19,"19",0,2005,8,"Canadian Grand Prix","button","N",19,0,0,0,0,0,0,0
3844,78,27,0,21,"21",0,2005,8,"Canadian Grand Prix","albers","N",23,0,0,0,0,0,0,0
3838,78,35,5,14,"14",0,2005,8,"Canadian Grand Prix","villeneuve","N",13,5,4,4,3,1,1,0
3831,78,17,22,6,"6",0,2005,8,"Canadian Grand Prix","webber","N",5,18,17,21,17,1,0,1
3522,79,24,1,21,"21",0,2005,9,"United States Grand Prix","liuzzi","N",17,1,0,0,0,1,0,1
3518,79,30,34,3,"3",1,2005,9,"United States Grand Prix","michael_schumacher","N",5,24,27,29,25,5,2,3
3515,79,33,6,13,"13",0,2005,9,"United States Grand Prix","monteiro","N",18,0,6,6,5,0,1,-1
3511,79,13,7,12,"12",0,2005,9,"United States Grand Prix","massa","N",12,7,7,6,6,1,1,0
1381,80,22,29,5,"5",0,2005,10,"French Grand Prix","barrichello","N",4,29,27,25,25,4,2,2
1384,80,17,22,7,"7",0,2005,10,"French Grand Prix","webber","N",7,22,22,22,20,0,2,-2
1387,80,8,45,2,"2",3,2005,10,"French Grand Prix","raikkonen","N",2,37,37,40,34,5,3,2
1390,80,23,22,8,"8",0,2005,10,"French Grand Prix","ralf_schumacher","N",8,20,20,20,17,2,3,-1
1393,80,33,6,13,"13",0,2005,10,"French Grand Prix","monteiro","N",13,6,6,6,6,0,0,0
1400,80,24,1,22,"22",0,2005,10,"French Grand Prix","liuzzi","N",21,1,0,0,0,1,0,1
1403,81,21,25,7,"7",1,2005,11,"British Grand Prix","fisichella","N",9,20,22,25,22,0,0,0
1409,81,32,4,20,"20",0,2005,11,"British Grand Prix","klien","N",20,4,4,3,3,1,1,0
1413,81,23,23,9,"9",0,2005,11,"British Grand Prix","ralf_schumacher","N",8,22,20,22,17,1,3,-2
1416,81,33,6,14,"14",0,2005,11,"British Grand Prix","monteiro","N",13,6,6,6,6,0,0,0
1419,81,30,43,3,"3",1,2005,11,"British Grand Prix","michael_schumacher","N",3,40,40,31,31,12,9,3
1422,81,25,6,15,"15",0,2005,11,"British Grand Prix","wurz","N",14,6,6,6,5,0,1,-1
1425,81,11,0,23,"23",0,2005,11,"British Grand Prix","sato","N",23,0,0,,,,,
1444,82,37,4,19,"19",0,2005,12,"German Grand Prix","rosa","N",19,4,4,4,4,0,0,0
1448,82,11,0,23,"23",0,2005,12,"German Grand Prix","sato","N",23,0,0,0,,0,,
1451,83,22,31,7,"7",0,2005,13,"Hungarian Grand Prix","barrichello","N",5,31,30,30,26,1,4,-3
67185,926,3,18,2,"2",0,2015,1,"Australian Grand Prix","rosberg","N",2,317,317,15,238,3,79,-76
67184,926,1,25,1,"1",1,2015,1,"Australian Grand Prix","hamilton","N",1,384,384,18,317,7,67,-60
67058,927,1,43,1,"1",1,2015,2,"Malaysian Grand Prix","hamilton","N",1,25,25,40,18,3,7,-4
67060,927,20,40,2,"2",1,2015,2,"Malaysian Grand Prix","vettel","N",3,15,18,33,15,7,3,4
67061,927,13,20,4,"4",0,2015,2,"Malaysian Grand Prix","massa","N",4,12,12,12,10,8,2,6
67062,927,831,10,6,"6",0,2015,2,"Malaysian Grand Prix","nasr","N",5,10,8,10,6,0,2,-2
67065,927,828,4,12,"12",0,2015,2,"Malaysian Grand Prix","ericsson","N",8,4,0,2,0,2,0,2
67066,927,832,6,11,"11",0,2015,2,"Malaysian Grand Prix","sainz","N",9,2,0,4,0,2,0,2
67067,927,815,1,14,"14",0,2015,2,"Malaysian Grand Prix","perez","N",10,1,0,0,0,1,0,1
67069,927,8,12,5,"5",0,2015,2,"Malaysian Grand Prix","raikkonen","N",12,0,10,10,8,2,2,0
67070,927,830,6,10,"10",0,2015,2,"Malaysian Grand Prix","max_verstappen","N",13,0,1,6,0,0,1,-1
67071,927,154,0,15,"15",0,2015,2,"Malaysian Grand Prix","grosjean","N",14,0,0,0,0,0,0,0
67072,927,813,0,18,"18",0,2015,2,"Malaysian Grand Prix","maldonado","N",15,0,0,0,,0,,
67073,927,826,2,13,"13",0,2015,2,"Malaysian Grand Prix","kvyat","N",16,0,0,1,0,1,0,1
67077,927,4,0,20,"20",0,2015,2,"Malaysian Grand Prix","alonso","N",6,161,0,0,0,0,0,0
67079,928,1,68,1,"1",2,2015,3,"Chinese Grand Prix","hamilton","N",1,43,43,55,40,13,3,10
67082,928,13,30,4,"4",0,2015,3,"Chinese Grand Prix","massa","N",4,20,20,24,12,6,8,-2
67085,928,807,6,10,"10",0,2015,3,"Chinese Grand Prix","hulkenberg","N",9,6,6,6,6,0,0,0
67088,928,815,1,15,"15",0,2015,3,"Chinese Grand Prix","perez","N",14,1,0,0,0,1,0,1
67094,928,826,2,14,"14",0,2015,3,"Chinese Grand Prix","kvyat","N",13,2,1,1,0,1,1,0
67097,928,833,0,18,"18",0,2015,3,"Chinese Grand Prix","merhi","N",17,0,0,0,0,0,0,0
67100,929,1,93,1,"1",3,2015,4,"Bahrain Grand Prix","hamilton","N",1,68,68,66,55,27,13,14
67103,929,13,31,5,"5",0,2015,4,"Bahrain Grand Prix","massa","N",4,30,24,30,18,1,6,-5
67115,929,826,4,15,"15",0,2015,4,"Bahrain Grand Prix","kvyat","N",14,2,1,0,0,4,1,3
67124,930,13,39,6,"6",0,2015,5,"Spanish Grand Prix","massa","N",5,31,30,25,19,14,11,3
67127,930,807,6,12,"12",0,2015,5,"Spanish Grand Prix","hulkenberg","N",10,6,6,5,5,1,1,0
67133,930,830,6,11,"11",0,2015,5,"Spanish Grand Prix","max_verstappen","N",11,6,6,6,6,0,0,0
67138,930,822,42,5,"5",0,2015,5,"Spanish Grand Prix","bottas","N",6,30,31,39,30,3,1,2
67141,930,829,0,19,"19",0,2015,5,"Spanish Grand Prix","stevens","N",19,0,0,0,0,0,0,0
67147,931,817,35,7,"7",0,2015,6,"Monaco Grand Prix","ricciardo","N",7,25,25,17,16,18,9,9
67153,931,8,60,4,"4",0,2015,6,"Monaco Grand Prix","raikkonen","N",4,52,52,42,42,18,10,8
67156,931,813,0,20,"20",0,2015,6,"Monaco Grand Prix","maldonado","N",20,0,0,0,0,0,0,0
67158,931,825,0,21,"21",0,2015,6,"Monaco Grand Prix","kevin_magnussen","N",21,0,0,,,,,
67164,932,3,134,2,"2",2,2015,7,"Canadian Grand Prix","rosberg","N",2,116,116,108,98,26,18,8
67173,932,18,4,17,"17",0,2015,7,"Canadian Grand Prix","button","N",16,4,0,0,0,4,0,4
67176,932,154,17,9,"9",0,2015,7,"Canadian Grand Prix","grosjean","N",10,16,16,16,16,1,0,1
67205,933,13,62,6,"6",0,2015,8,"Austrian Grand Prix","massa","N",6,47,47,36,35,26,12,14
67208,933,807,18,9,"9",0,2015,8,"Austrian Grand Prix","hulkenberg","N",12,10,17,17,16,1,1,0
67211,933,815,13,12,"12",0,2015,8,"Austrian Grand Prix","perez","N",11,11,10,12,9,1,1,0
67214,933,830,10,14,"14",0,2015,8,"Austrian Grand Prix","max_verstappen","N",14,6,6,9,6,1,0,1
67217,933,826,19,8,"8",0,2015,8,"Austrian Grand Prix","kvyat","N",8,19,19,18,17,1,2,-1
67220,933,833,0,19,"19",0,2015,8,"Austrian Grand Prix","merhi","N",19,0,0,0,0,0,0,0
67223,934,1,194,1,"1",5,2015,9,"British Grand Prix","hamilton","N",1,169,169,177,159,17,10,7
67234,934,8,76,5,"5",0,2015,9,"British Grand Prix","raikkonen","N",4,72,67,74,62,2,5,-3
67237,934,813,12,13,"13",0,2015,9,"British Grand Prix","maldonado","N",13,12,12,10,10,2,2,0
67240,934,822,77,4,"4",0,2015,9,"British Grand Prix","bottas","N",5,67,72,76,67,1,5,-4
67243,934,829,0,20,"20",0,2015,9,"British Grand Prix","stevens","N",20,0,0,0,0,0,0,0
67246,936,20,160,3,"3",2,2015,10,"Hungarian Grand Prix","vettel","N",3,135,135,77,77,83,58,25
67249,936,817,51,7,"7",0,2015,10,"Hungarian Grand Prix","ricciardo","N",7,36,36,45,27,6,9,-3
67252,936,832,9,16,"16",0,2015,10,"Hungarian Grand Prix","sainz","N",15,9,5,6,4,3,1,2
67255,936,8,76,5,"5",0,2015,10,"Hungarian Grand Prix","raikkonen","N",5,76,76,74,74,2,2,0
67261,936,822,77,4,"4",0,2015,10,"Hungarian Grand Prix","bottas","N",4,77,77,76,76,1,1,0
67264,936,829,0,20,"20",0,2015,10,"Hungarian Grand Prix","stevens","N",20,0,0,0,0,0,0,0
67270,937,817,51,8,"8",0,2015,11,"Belgian Grand Prix","ricciardo","N",7,51,45,38,24,13,21,-8
67273,937,832,9,16,"16",0,2015,11,"Belgian Grand Prix","sainz","N",16,9,9,7,6,2,3,-1
67275,937,18,6,18,"18",0,2015,11,"Belgian Grand Prix","button","N",17,6,6,0,0,6,6,0
67281,937,825,0,21,"21",0,2015,11,"Belgian Grand Prix","kevin_magnussen","N",21,0,0,,,,,
67284,937,4,11,15,"15",0,2015,11,"Belgian Grand Prix","alonso","N",15,11,11,9,9,2,2,0
67290,938,831,16,13,"13",0,2015,12,"Italian Grand Prix","nasr","N",13,16,16,12,12,4,4,0
67296,938,18,6,18,"18",0,2015,12,"Italian Grand Prix","button","N",18,6,6,0,0,6,6,0
67299,938,154,38,9,"9",0,2015,12,"Italian Grand Prix","grosjean","N",9,38,38,33,26,5,12,-7
67302,938,825,0,21,"21",0,2015,12,"Italian Grand Prix","kevin_magnussen","N",21,0,0,,,,,
67305,938,4,11,15,"15",0,2015,12,"Italian Grand Prix","alonso","N",15,11,11,9,9,2,2,0
67314,939,828,9,17,"17",0,2015,13,"Singapore Grand Prix","ericsson","N",17,9,9,6,6,3,3,0
67320,939,154,38,10,"10",0,2015,13,"Singapore Grand Prix","grosjean","N",9,38,33,30,30,8,3,5
67326,939,4,11,15,"15",0,2015,13,"Singapore Grand Prix","alonso","N",15,11,11,11,9,0,2,-2
67327,939,829,0,20,"20",0,2015,13,"Singapore Grand Prix","stevens","N",20,0,0,0,0,0,0,0
67328,939,834,0,21,"21",0,2015,13,"Singapore Grand Prix","rossi","N",,,0,0,,0,,
67372,940,834,0,21,"21",0,2015,14,"Japanese Grand Prix","rossi","N",21,0,0,0,0,0,0,0
67370,940,4,11,16,"16",0,2015,14,"Japanese Grand Prix","alonso","N",15,11,11,9,9,2,2,0
67368,940,822,111,5,"5",0,2015,14,"Japanese Grand Prix","bottas","N",5,101,101,97,97,14,4,10
67366,940,826,66,8,"8",0,2015,14,"Japanese Grand Prix","kvyat","N",8,66,66,44,39,22,27,-5
67364,940,154,44,9,"9",0,2015,14,"Japanese Grand Prix","grosjean","N",10,38,39,39,38,5,1,4
67359,940,832,12,15,"15",0,2015,14,"Japanese Grand Prix","sainz","N",16,11,11,11,11,1,0,1
67367,940,825,0,22,"22",0,2015,14,"Japanese Grand Prix","kevin_magnussen","N",22,0,0,,,,,
67360,940,815,39,10,"10",0,2015,14,"Japanese Grand Prix","perez","N",9,39,38,38,30,1,8,-7
67361,940,18,6,18,"18",0,2015,14,"Japanese Grand Prix","button","N",18,6,6,0,0,6,6,0
67362,940,8,119,4,"4",0,2015,14,"Japanese Grand Prix","raikkonen","N",4,107,107,111,101,8,6,2
67354,940,13,97,6,"6",0,2015,14,"Japanese Grand Prix","massa","N",6,97,97,73,73,24,24,0
67369,940,833,0,19,"19",0,2015,14,"Japanese Grand Prix","merhi","N",19,0,0,0,0,0,0,0
67356,940,817,73,7,"7",0,2015,14,"Japanese Grand Prix","ricciardo","N",7,73,73,66,66,7,7,0
67353,940,20,218,3,"3",3,2015,14,"Japanese Grand Prix","vettel","N",3,203,203,119,107,99,96,3
67526,941,834,0,21,"21",0,2015,15,"Russian Grand Prix","rossi","N",21,0,0,0,0,0,0,0
67443,942,831,27,13,"13",0,2015,16,"United States Grand Prix","nasr","N",13,25,25,26,22,1,3,-2
67525,941,829,0,20,"20",0,2015,15,"Russian Grand Prix","stevens","N",20,0,0,0,0,0,0,0
67523,941,833,0,19,"19",0,2015,15,"Russian Grand Prix","merhi","N",19,0,0,0,0,0,0,0
67509,941,831,25,13,"13",0,2015,15,"Russian Grand Prix","nasr","N",13,17,17,22,16,3,1,2
67507,941,20,236,2,"2",3,2015,15,"Russian Grand Prix","vettel","N",3,218,229,229,218,7,11,-4
67445,942,807,38,12,"12",0,2015,16,"United States Grand Prix","hulkenberg","N",11,38,33,27,25,11,8,3
67448,942,815,64,9,"9",0,2015,16,"United States Grand Prix","perez","N",9,54,54,45,44,19,10,9
67451,942,830,45,10,"10",0,2015,16,"United States Grand Prix","max_verstappen","N",12,33,44,44,38,1,6,-5
67454,942,826,76,7,"7",0,2015,16,"United States Grand Prix","kvyat","N",7,76,76,74,73,2,3,-1
67458,942,4,11,17,"17",0,2015,16,"United States Grand Prix","alonso","N",16,11,9,9,8,2,1,1
67463,943,20,251,3,"3",3,2015,17,"Mexican Grand Prix","vettel","N",2,251,247,126,123,125,124,1
67481,943,829,0,21,"21",0,2015,17,"Mexican Grand Prix","stevens","N",21,0,0,0,0,0,0,0
67484,944,3,297,2,"2",5,2015,18,"Brazilian Grand Prix","rosberg","N",2,272,272,266,251,31,21,10
67487,944,831,27,13,"13",0,2015,18,"Brazilian Grand Prix","nasr","N",13,27,27,27,26,0,1,-1
67490,944,828,9,18,"18",0,2015,18,"Brazilian Grand Prix","ericsson","N",18,9,9,0,0,9,9,0
67493,944,18,16,16,"16",0,2015,18,"Brazilian Grand Prix","button","N",16,16,16,11,11,5,5,0
67496,944,154,49,11,"11",0,2015,18,"Brazilian Grand Prix","grosjean","N",11,45,45,49,44,0,1,-1
67499,944,825,0,22,"22",0,2015,18,"Brazilian Grand Prix","kevin_magnussen","N",22,0,0,,,,,
67502,944,4,11,17,"17",0,2015,18,"Brazilian Grand Prix","alonso","N",17,11,11,9,9,2,2,0
